"symbol","uniprot","ensembl","entrez","name"
"HSPA8","P11142","ENSG00000109971",3312,"Heat shock cognate 71 kDa protein"
"MYL6B","P14649","ENSG00000196465",140465,"Myosin light chain 6B"
"LIMCH1","Q9UPQ0","ENSG00000064042",22998,"LIM and calponin homology domains-containing protein 1"
"TUBA1C","Q9BQE3","ENSG00000167553",84790,"Tubulin alpha-1C chain"
"ACTC1","P68032","ENSG00000159251",70,"Actin, alpha cardiac muscle 1"
"FLNA","P21333","ENSG00000196924",2316,"Filamin-A"
"TRIM21","P19474","ENSG00000132109",6737,"E3 ubiquitin-protein ligase TRIM21"
"KRT7","P08729","ENSG00000135480",3855,"Keratin, type II cytoskeletal 7"
"KRT5","P13647","ENSG00000186081",3852,"Keratin, type II cytoskeletal 5"
"KRT18","P05783","ENSG00000111057",3875,"Keratin, type I cytoskeletal 18"
"TPM4","P67936","ENSG00000167460",7171,"Tropomyosin alpha-4 chain"
"CAPZA2","P47755","ENSG00000198898",830,"F-actin-capping protein subunit alpha-2"
"LMO7","Q8WWI1","ENSG00000136153",4008,"LIM domain only protein 7"
"TPM1","P09493","ENSG00000140416",7168,"Tropomyosin alpha-1 chain"
"HSP90AB1","P08238","ENSG00000096384",3326,"Heat shock protein HSP 90-beta"
"ACTN4","O43707","ENSG00000282844",81,"Alpha-actinin-4"
"ACTN1","P12814","ENSG00000072110",87,"Alpha-actinin-1"
"FN1","P02751","ENSG00000115414",2335,"Fibronectin"
"KRT6B","P04259","ENSG00000185479",3854,"Keratin, type II cytoskeletal 6B"
"DHRS4","Q9BTZ2","ENSG00000284807",10901,"Dehydrogenase/reductase SDR family member 4"
"KRT77","Q7Z794","ENSG00000189182",374454,"Keratin, type II cytoskeletal 1b"
"TMOD3","Q9NYL9","ENSG00000138594",29766,"Tropomodulin-3"
"KRT4","P19013","ENSG00000170477",3851,"Keratin, type II cytoskeletal 4"
"TPM3","P06753","ENSG00000143549",7170,"Tropomyosin alpha-3 chain"
"KRT78","Q8N1N4","ENSG00000170423",196374,"Keratin, type II cytoskeletal 78"
"TPM2","P07951","ENSG00000198467",7169,"Tropomyosin beta chain"
"FLNB","O75369","ENSG00000136068",2317,"Filamin-B"
"CAPZB","P47756","ENSG00000077549",832,"F-actin-capping protein subunit beta"
"KRT14","P02533","ENSG00000186847",3861,"Keratin, type I cytoskeletal 14"
"TNC","P24821","ENSG00000041982",3371,"Tenascin"
"KRT6A","P02538","ENSG00000205420",3853,"Keratin, type II cytoskeletal 6A"
"PLEC","Q15149","ENSG00000178209",5339,"Plectin"
"ALPP","P05187","ENSG00000163283",250,"Alkaline phosphatase, placental type"
"KRT71","Q3SY84","ENSG00000139648",112802,"Keratin, type II cytoskeletal 71"
"KRT3","P12035","ENSG00000186442",3850,"Keratin, type II cytoskeletal 3"
"KRT72","Q14CN4","ENSG00000170486",140807,"Keratin, type II cytoskeletal 72"
"KRT17","Q04695","ENSG00000128422",3872,"Keratin, type I cytoskeletal 17"
"DHRS2","Q13268","ENSG00000100867",10202,"Dehydrogenase/reductase SDR family member 2, mitochondrial"
NA,"P08107",NA,NA,NA
"HSP90AA1","P07900","ENSG00000080824",3320,"Heat shock protein HSP 90-alpha"
"DSP","P15924","ENSG00000096696",1832,"Desmoplakin"
"KRT19","P08727","ENSG00000171345",3880,"Keratin, type I cytoskeletal 19"
"KRT16","P08779","ENSG00000186832",3868,"Keratin, type I cytoskeletal 16"
"ACTR3","P61158","ENSG00000115091",10096,"Actin-related protein 3"
"LMNA","P02545","ENSG00000160789",4000,"Prelamin-A/C"
"LDHB","P07195","ENSG00000111716",3945,"L-lactate dehydrogenase B chain"
"SVIL","O95425","ENSG00000197321",6840,"Supervillin"
"SPECC1","Q5M775","ENSG00000128487",92521,"Cytospin-B"
"EEF2","P13639","ENSG00000167658",1938,"Elongation factor 2"
"AGRN","O00468","ENSG00000188157",375790,"Agrin"
"JUP","P14923","ENSG00000173801",3728,"Junction plakoglobin"
"VIM","P08670","ENSG00000026025",7431,"Vimentin"
"GAPDH","P04406","ENSG00000111640",2597,"Glyceraldehyde-3-phosphate dehydrogenase"
"HSPA2","P54652","ENSG00000126803",3306,"Heat shock-related 70 kDa protein 2"
"SPTAN1","Q13813","ENSG00000197694",6709,"Spectrin alpha chain, non-erythrocytic 1"
"THBS1","P07996","ENSG00000137801",7057,"Thrombospondin-1"
"ANXA2","P07355","ENSG00000182718",302,"Annexin A2"
"YWHAE","P62258","ENSG00000274474",7531,"14-3-3 protein epsilon"
"XPO1","O14980","ENSG00000082898",7514,"Exportin-1"
"GSN","P06396","ENSG00000148180",2934,"Gelsolin"
"MYO18A","Q92614","ENSG00000196535",399687,"Unconventional myosin-XVIIIa"
"CLTC","Q00610","ENSG00000141367",1213,"Clathrin heavy chain 1"
"LIMA1","Q9UHB6","ENSG00000050405",51474,"LIM domain and actin-binding protein 1"
"MKI67","P46013","ENSG00000148773",4288,"Proliferation marker protein Ki-67"
"MPRIP","Q6WCQ1","ENSG00000133030",23164,"Myosin phosphatase Rho-interacting protein"
"SAFB","Q15424","ENSG00000160633",6294,"Scaffold attachment factor B1"
"LGALS3BP","Q08380","ENSG00000108679",3959,"Galectin-3-binding protein"
"IMMT","Q16891","ENSG00000132305",10989,"MICOS complex subunit MIC60"
"PLCG1","P19174","ENSG00000124181",5335,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-1"
"H4C9","P62805","ENSG00000276180",8294,"Histone H4"
"PRKDC","P78527","ENSG00000253729",5591,"DNA-dependent protein kinase catalytic subunit"
"DSG2","Q14126","ENSG00000046604",1829,"Desmoglein-2"
"RPS3","P23396","ENSG00000149273",6188,"40S ribosomal protein S3"
"KRT13","P13646","ENSG00000171401",3860,"Keratin, type I cytoskeletal 13"
"PKM","P14618","ENSG00000067225",5315,"Pyruvate kinase PKM"
"SAFB2","Q14151","ENSG00000130254",9667,"Scaffold attachment factor B2"
"ATP5F1B","P06576","ENSG00000110955",506,"ATP synthase subunit beta, mitochondrial"
"ENO1","P06733","ENSG00000074800",2023,"Alpha-enolase"
"LDHA","P00338","ENSG00000288299",3939,"L-lactate dehydrogenase A chain"
"XRCC5","P13010","ENSG00000079246",7520,"X-ray repair cross-complementing protein 5"
"RPLP2","P05387","ENSG00000177600",6181,"60S acidic ribosomal protein P2"
"COL18A1","P39060","ENSG00000182871",80781,"Collagen alpha-1(XVIII) chain"
"DDX3X","O00571","ENSG00000215301",1654,"ATP-dependent RNA helicase DDX3X"
"YWHAZ","P63104","ENSG00000164924",7534,"14-3-3 protein zeta/delta"
"PCNA","P12004","ENSG00000132646",5111,"Proliferating cell nuclear antigen"
"GNB2","P62879","ENSG00000172354",2783,"Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2"
"DBN1","Q16643","ENSG00000113758",1627,"Drebrin"
"KPNB1","Q14974","ENSG00000108424",3837,"Importin subunit beta-1"
"RPS6KA2","Q15349","ENSG00000071242",6196,"Ribosomal protein S6 kinase alpha-2"
"DYNC1H1","Q14204","ENSG00000197102",1778,"Cytoplasmic dynein 1 heavy chain 1"
"HSP90B1","P14625","ENSG00000166598",7184,"Endoplasmin"
"ARPC2","O15144","ENSG00000163466",10109,"Actin-related protein 2/3 complex subunit 2"
"AHNAK","Q09666","ENSG00000124942",79026,"Neuroblast differentiation-associated protein AHNAK"
"CALR","P27797","ENSG00000179218",811,"Calreticulin"
"KLHL22","Q53GT1","ENSG00000099910",84861,"Kelch-like protein 22"
"NT5E","P21589","ENSG00000135318",4907,"5'-nucleotidase"
"ATP5F1A","P25705","ENSG00000152234",498,"ATP synthase subunit alpha, mitochondrial"
"KRT33B","Q14525","ENSG00000263012",3884,"Keratin, type I cuticular Ha3-II"
"DARS1","P14868","ENSG00000115866",1615,"Aspartate--tRNA ligase, cytoplasmic"
"MYO5C","Q9NQX4","ENSG00000128833",55930,"Unconventional myosin-Vc"
"SPTBN1","Q01082","ENSG00000115306",6711,"Spectrin beta chain, non-erythrocytic 1"
"HNRNPA2B1","P22626","ENSG00000122566",3181,"Heterogeneous nuclear ribonucleoproteins A2/B1"
"KRT81","Q14533","ENSG00000205426",3887,"Keratin, type II cuticular Hb1"
"YWHAB","P31946","ENSG00000166913",7529,"14-3-3 protein beta/alpha"
"ACTR2","P61160","ENSG00000138071",10097,"Actin-related protein 2"
"SMTN","P53814","ENSG00000183963",6525,"Smoothelin"
"KRT31","Q15323","ENSG00000262993",3881,"Keratin, type I cuticular Ha1"
"SIPA1L3","O60292","ENSG00000105738",23094,"Signal-induced proliferation-associated 1-like protein 3"
"RPL12","P30050","ENSG00000197958",6136,"60S ribosomal protein L12"
"EPRS1","P07814","ENSG00000136628",2058,"Bifunctional glutamate/proline--tRNA ligase"
"YWHAG","P61981","ENSG00000170027",7532,"14-3-3 protein gamma"
"FMNL2","Q96PY5","ENSG00000157827",114793,"Formin-like protein 2"
"RPLP0","P05388","ENSG00000089157",6175,"60S acidic ribosomal protein P0"
"TAF15","Q92804","ENSG00000276833",8148,"TATA-binding protein-associated factor 2N"
"CSE1L","P55060","ENSG00000124207",1434,"Exportin-2"
"YWHAQ","P27348","ENSG00000134308",10971,"14-3-3 protein theta"
"CTTN","Q14247","ENSG00000288401",2017,"Src substrate cortactin"
"PPP1R12A","O14974","ENSG00000058272",4659,"Protein phosphatase 1 regulatory subunit 12A"
"HSPG2","P98160","ENSG00000142798",3339,"Basement membrane-specific heparan sulfate proteoglycan core protein"
"LUZP1","Q86V48","ENSG00000169641",7798,"Leucine zipper protein 1"
"PFKP","Q01813","ENSG00000067057",5214,"ATP-dependent 6-phosphofructokinase, platelet type"
"DOCK7","Q96N67","ENSG00000116641",85440,"Dedicator of cytokinesis protein 7"
"RPL23","P62829","ENSG00000125691",9349,"60S ribosomal protein L23"
"VCP","P55072","ENSG00000165280",7415,"Transitional endoplasmic reticulum ATPase"
"XRCC6","P12956","ENSG00000196419",2547,"X-ray repair cross-complementing protein 6"
"CTNNB1","P35222","ENSG00000168036",1499,"Catenin beta-1"
"TJP2","Q9UDY2","ENSG00000119139",9414,"Tight junction protein ZO-2"
"HNRNPH1","P31943","ENSG00000284254",3187,"Heterogeneous nuclear ribonucleoprotein H"
"GNB1","P62873","ENSG00000078369",2782,"Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1"
"FUS","P35637","ENSG00000089280",2521,"RNA-binding protein FUS"
"PAWR","Q96IZ0","ENSG00000177425",5074,"PRKC apoptosis WT1 regulator protein"
"PPIA","P62937","ENSG00000196262",5478,"Peptidyl-prolyl cis-trans isomerase A"
"SLC25A5","P05141","ENSG00000005022",292,"ADP/ATP translocase 2"
"PRSS3P2","Q8NHM4",NA,NA,"Putative trypsin-6"
"MYO5A","Q9Y4I1","ENSG00000197535",4644,"Unconventional myosin-Va"
"SFN","P31947","ENSG00000175793",2810,"14-3-3 protein sigma"
"RPS16","P62249","ENSG00000105193",6217,"40S ribosomal protein S16"
"LAMB3","Q13751","ENSG00000196878",3914,"Laminin subunit beta-3"
"NPM1","P06748","ENSG00000181163",4869,"Nucleophosmin"
"HNRNPM","P52272","ENSG00000099783",4670,"Heterogeneous nuclear ribonucleoprotein M"
"TCP1","P17987","ENSG00000120438",6950,"T-complex protein 1 subunit alpha"
"FLII","Q13045","ENSG00000284571",2314,"Protein flightless-1 homolog"
"ATP1A1","P05023","ENSG00000163399",476,"Sodium/potassium-transporting ATPase subunit alpha-1"
"PSMD2","Q13200","ENSG00000175166",5708,"26S proteasome non-ATPase regulatory subunit 2"
NA,"P62988",NA,NA,NA
"SIPA1L1","O43166","ENSG00000197555",26037,"Signal-induced proliferation-associated 1-like protein 1"
"TNFAIP2","Q03169","ENSG00000185215",7127,"Tumor necrosis factor alpha-induced protein 2"
"KRT27","Q7Z3Y8","ENSG00000171446",342574,"Keratin, type I cytoskeletal 27"
"ARPC1B","O15143","ENSG00000130429",10095,"Actin-related protein 2/3 complex subunit 1B"
"TPI1","P60174","ENSG00000111669",7167,"Triosephosphate isomerase"
"GPRC5A","Q8NFJ5","ENSG00000013588",9052,"Retinoic acid-induced protein 3"
"ATP2A2","P16615","ENSG00000174437",488,"Sarcoplasmic/endoplasmic reticulum calcium ATPase 2"
"TECPR1","Q7Z6L1","ENSG00000205356",25851,"Tectonin beta-propeller repeat-containing protein 1"
"GNAI2","P04899","ENSG00000114353",2771,"Guanine nucleotide-binding protein G(i) subunit alpha-2"
"RPS2","P15880","ENSG00000140988",6187,"40S ribosomal protein S2"
"TUFM","P49411","ENSG00000178952",7284,"Elongation factor Tu, mitochondrial"
"MTSS2","Q765P7","ENSG00000132613",92154,"Protein MTSS 2"
"ARF4","P18085","ENSG00000168374",378,"ADP-ribosylation factor 4"
"BCLAF1","Q9NYF8","ENSG00000029363",9774,"Bcl-2-associated transcription factor 1"
"CAVIN1","Q6NZI2","ENSG00000177469",284119,"Caveolae-associated protein 1"
"SQSTM1","Q13501","ENSG00000161011",8878,"Sequestosome-1"
"NCL","P19338","ENSG00000115053",4691,"Nucleolin"
"PFN1","P07737","ENSG00000108518",5216,"Profilin-1"
"FLNC","Q14315","ENSG00000128591",2318,"Filamin-C"
"LAMA3","Q16787","ENSG00000053747",3909,"Laminin subunit alpha-3"
"CFL1","P23528","ENSG00000172757",1072,"Cofilin-1"
"THRAP3","Q9Y2W1","ENSG00000054118",9967,"Thyroid hormone receptor-associated protein 3"
"GPC1","P35052","ENSG00000063660",2817,"Glypican-1"
"RPS18","P62269","ENSG00000223367",6222,"40S ribosomal protein S18"
"NME2","P22392","ENSG00000243678",4831,"Nucleoside diphosphate kinase B"
"HNRNPU","Q00839","ENSG00000153187",3192,"Heterogeneous nuclear ribonucleoprotein U"
"EIF4A1","P60842","ENSG00000161960",1973,"Eukaryotic initiation factor 4A-I"
"ANXA1","P04083","ENSG00000135046",301,"Annexin A1"
"ARPC4","P59998","ENSG00000241553",10093,"Actin-related protein 2/3 complex subunit 4"
"TPM3L","A6NL28",NA,NA,NA
"ITPR3","Q14573","ENSG00000096433",3710,"Inositol 1,4,5-trisphosphate receptor type 3"
"IQGAP1","P46940","ENSG00000140575",8826,"Ras GTPase-activating-like protein IQGAP1"
"HSPD1","P10809","ENSG00000144381",3329,"60 kDa heat shock protein, mitochondrial"
"RBM14","Q96PK6","ENSG00000239306",10432,"RNA-binding protein 14"
"SLC25A6","P12236","ENSG00000169100",293,"ADP/ATP translocase 3"
"HNRNPA1","P09651","ENSG00000135486",3178,"Heterogeneous nuclear ribonucleoprotein A1"
"P4HB","P07237","ENSG00000185624",5034,"Protein disulfide-isomerase"
"EEF1A2","Q05639","ENSG00000101210",1917,"Elongation factor 1-alpha 2"
"LMNB1","P20700","ENSG00000113368",4001,"Lamin-B1"
"CAV1","Q03135","ENSG00000105974",857,"Caveolin-1"
"KIF23","Q02241","ENSG00000137807",9493,"Kinesin-like protein KIF23"
"PABPC1","P11940","ENSG00000070756",26986,"Polyadenylate-binding protein 1"
"EZR","P15311","ENSG00000092820",7430,"Ezrin"
"MVP","Q14764","ENSG00000013364",9961,"Major vault protein"
"SLC3A2","P08195","ENSG00000168003",6520,"4F2 cell-surface antigen heavy chain"
"SHC1","P29353","ENSG00000160691",6464,"SHC-transforming protein 1"
"YBX1","P67809","ENSG00000065978",4904,"Y-box-binding protein 1"
"HNRNPC","P07910","ENSG00000092199",3183,"Heterogeneous nuclear ribonucleoproteins C1/C2"
"RCN1","Q15293","ENSG00000049449",5954,"Reticulocalbin-1"
"LMNB2","Q03252","ENSG00000176619",84823,"Lamin-B2"
"ATAD2","Q6PL18","ENSG00000156802",29028,"ATPase family AAA domain-containing protein 2"
"ALDOA","P04075","ENSG00000149925",226,"Fructose-bisphosphate aldolase A"
"RPS14","P62263","ENSG00000164587",6208,"40S ribosomal protein S14"
"ARPC5L","Q9BPX5","ENSG00000136950",81873,"Actin-related protein 2/3 complex subunit 5-like protein"
"LAMC2","Q13753","ENSG00000058085",3918,"Laminin subunit gamma-2"
"HSPA4","P34932","ENSG00000170606",3308,"Heat shock 70 kDa protein 4"
"EFHD1","Q9BUP0","ENSG00000115468",80303,"EF-hand domain-containing protein D1"
"VDAC2","P45880","ENSG00000165637",7417,"Voltage-dependent anion-selective channel protein 2"
"TGM2","P21980","ENSG00000198959",7052,"Protein-glutamine gamma-glutamyltransferase 2"
"DSG1","Q02413","ENSG00000134760",1828,"Desmoglein-1"
"RPS12","P25398","ENSG00000112306",6206,"40S ribosomal protein S12"
"CTNND1","O60716","ENSG00000198561",1500,"Catenin delta-1"
"ITPRID2","P28290","ENSG00000138434",6744,"Protein ITPRID2"
"CALU","O43852","ENSG00000128595",813,"Calumenin"
"EFHD2","Q96C19","ENSG00000142634",79180,"EF-hand domain-containing protein D2"
"CCT3","P49368","ENSG00000163468",7203,"T-complex protein 1 subunit gamma"
"PPP1CB","P62140","ENSG00000213639",5500,"Serine/threonine-protein phosphatase PP1-beta catalytic subunit"
"HSPH1","Q92598","ENSG00000120694",10808,"Heat shock protein 105 kDa"
"PLEKHG3","A1L390","ENSG00000126822",26030,"Pleckstrin homology domain-containing family G member 3"
"PDIA3","P30101","ENSG00000167004",2923,"Protein disulfide-isomerase A3"
"GRN","P28799","ENSG00000030582",2896,"Progranulin"
"LGALS3","P17931","ENSG00000131981",3958,"Galectin-3"
"KRT86","O43790","ENSG00000170442",3892,"Keratin, type II cuticular Hb6"
"GNAI3","P08754","ENSG00000065135",2773,"Guanine nucleotide-binding protein G(i) subunit alpha-3"
"SET","Q01105","ENSG00000119335",6418,"Protein SET"
"CTNNA1","P35221","ENSG00000044115",1495,"Catenin alpha-1"
"KPRP","Q5T749","ENSG00000203786",448834,"Keratinocyte proline-rich protein"
"MCM7","P33993","ENSG00000166508",4176,"DNA replication licensing factor MCM7"
"SERPINH1","P50454","ENSG00000149257",871,"Serpin H1"
"MYOF","Q9NZM1","ENSG00000138119",26509,"Myoferlin"
"RACK1","P63244","ENSG00000204628",10399,"Receptor of activated protein C kinase 1"
"DDX21","Q9NR30","ENSG00000165732",9188,"Nucleolar RNA helicase 2"
"MYADM","Q96S97","ENSG00000179820",91663,"Myeloid-associated differentiation marker"
"RCC2","Q9P258","ENSG00000281540",55920,"Protein RCC2"
"NPEPPS","P55786","ENSG00000141279",9520,"Puromycin-sensitive aminopeptidase"
"RPS4X","P62701","ENSG00000198034",6191,"40S ribosomal protein S4, X isoform"
"HNRNPK","P61978","ENSG00000165119",3190,"Heterogeneous nuclear ribonucleoprotein K"
"RUVBL2","Q9Y230","ENSG00000183207",10856,"RuvB-like 2"
"TMPO","P42166","ENSG00000120802",7112,"Lamina-associated polypeptide 2, isoform alpha"
"FASN","P49327","ENSG00000169710",2194,"Fatty acid synthase"
"CANX","P27824","ENSG00000283777",821,"Calnexin"
"C1QBP","Q07021","ENSG00000108561",708,"Complement component 1 Q subcomponent-binding protein, mitochondrial"
"SFPQ","P23246","ENSG00000116560",6421,"Splicing factor, proline- and glutamine-rich"
"GNA11","P29992","ENSG00000088256",2767,"Guanine nucleotide-binding protein subunit alpha-11"
"RPS11","P62280","ENSG00000142534",6205,"40S ribosomal protein S11"
"CCT8","P50990","ENSG00000156261",10694,"T-complex protein 1 subunit theta"
"PPP1CA","P62136","ENSG00000172531",5499,"Serine/threonine-protein phosphatase PP1-alpha catalytic subunit"
"CUL3","Q13618","ENSG00000036257",8452,"Cullin-3"
"VCL","P18206","ENSG00000035403",7414,"Vinculin"
"TAGLN2","P37802","ENSG00000158710",8407,"Transgelin-2"
"COL4A2","P08572","ENSG00000134871",1284,"Collagen alpha-2(IV) chain"
"KARS1","Q15046","ENSG00000065427",3735,"Lysine--tRNA ligase"
"CD109","Q6YHK3","ENSG00000156535",135228,"CD109 antigen"
"LAMC1","P11047","ENSG00000135862",3915,"Laminin subunit gamma-1"
"ARPC1A","Q92747","ENSG00000241685",10552,"Actin-related protein 2/3 complex subunit 1A"
"RPS15","P62841","ENSG00000115268",6209,"40S ribosomal protein S15"
"CCT2","P78371","ENSG00000166226",10576,"T-complex protein 1 subunit beta"
"MCM3","P25205","ENSG00000112118",4172,"DNA replication licensing factor MCM3"
"RPL9","P32969","ENSG00000163682",6133,"60S ribosomal protein L9"
"PARP1","P09874","ENSG00000143799",142,"Poly [ADP-ribose] polymerase 1"
"RBMX","P38159","ENSG00000147274",27316,"RNA-binding motif protein, X chromosome"
"PSMC3","P17980","ENSG00000165916",5702,"26S proteasome regulatory subunit 6A"
"LGALS8","O00214","ENSG00000116977",3964,"Galectin-8"
"DDX5","P17844","ENSG00000108654",1655,"Probable ATP-dependent RNA helicase DDX5"
"PABPC4","Q13310","ENSG00000090621",8761,"Polyadenylate-binding protein 4"
"EEF1G","P26641","ENSG00000254772",1937,"Elongation factor 1-gamma"
"KRT85","P78386","ENSG00000135443",3891,"Keratin, type II cuticular Hb5"
"HNRNPF","P52597","ENSG00000169813",3185,"Heterogeneous nuclear ribonucleoprotein F"
"GRPEL1","Q9HAV7","ENSG00000109519",80273,"GrpE protein homolog 1, mitochondrial"
"PSMC2","P35998","ENSG00000161057",5701,"26S proteasome regulatory subunit 7"
"TKT","P29401","ENSG00000163931",7086,"Transketolase"
"LAMA5","O15230","ENSG00000130702",3911,"Laminin subunit alpha-5"
"PDIA6","Q15084","ENSG00000143870",10130,"Protein disulfide-isomerase A6"
"EMD","P50402","ENSG00000102119",2010,"Emerin"
"FARSA","Q9Y285","ENSG00000179115",2193,"Phenylalanine--tRNA ligase alpha subunit"
"LRPPRC","P42704","ENSG00000138095",10128,"Leucine-rich PPR motif-containing protein, mitochondrial"
"HNRNPH2","P55795","ENSG00000126945",3188,"Heterogeneous nuclear ribonucleoprotein H2"
"MELTF","P08582","ENSG00000163975",4241,"Melanotransferrin"
"PDIA4","P13667","ENSG00000155660",9601,"Protein disulfide-isomerase A4"
"RPL11","P62913","ENSG00000142676",6135,"60S ribosomal protein L11"
"MATR3","P43243","ENSG00000015479",9782,"Matrin-3"
"HSPE1","P61604","ENSG00000115541",3336,"10 kDa heat shock protein, mitochondrial"
"LGALS1","P09382","ENSG00000100097",3956,"Galectin-1"
"EIF3A","Q14152","ENSG00000107581",8661,"Eukaryotic translation initiation factor 3 subunit A"
"HNRNPA3","P51991","ENSG00000170144",220988,"Heterogeneous nuclear ribonucleoprotein A3"
"RPS17","P08708","ENSG00000278229",6218,"40S ribosomal protein S17"
"RPS3A","P61247","ENSG00000145425",6189,"40S ribosomal protein S3a"
"NAMPT","P43490","ENSG00000105835",10135,"Nicotinamide phosphoribosyltransferase"
"TBCA","O75347","ENSG00000171530",6902,"Tubulin-specific chaperone A"
"RPN1","P04843","ENSG00000163902",6184,"Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1"
"EIF2S2","P20042","ENSG00000125977",8894,"Eukaryotic translation initiation factor 2 subunit 2"
"HOMEZ","Q8IX15","ENSG00000215271",57594,"Homeobox and leucine zipper protein Homez"
"ATAD3A","Q9NVI7","ENSG00000197785",55210,"ATPase family AAA domain-containing protein 3A"
"FXR1","P51114","ENSG00000114416",8087,"Fragile X mental retardation syndrome-related protein 1"
"LANCL1","O43813","ENSG00000115365",10314,"Glutathione S-transferase LANCL1"
"FLOT1","O75955","ENSG00000206480",10211,"Flotillin-1"
"ZNF185","O15231","ENSG00000147394",7739,"Zinc finger protein 185"
"PKP3","Q9Y446","ENSG00000184363",11187,"Plakophilin-3"
"H2AC6","Q93077","ENSG00000180573",8334,"Histone H2A type 1-C"
"FKBP4","Q02790","ENSG00000004478",2288,"Peptidyl-prolyl cis-trans isomerase FKBP4"
"GANAB","Q14697","ENSG00000089597",23193,"Neutral alpha-glucosidase AB"
"ALB","P02768","ENSG00000163631",213,"Albumin"
"RPSA","P08865","ENSG00000168028",3921,"40S ribosomal protein SA"
"SDC4","P31431","ENSG00000124145",6385,"Syndecan-4"
"HSPB1","P04792","ENSG00000106211",3315,"Heat shock protein beta-1"
"TECR","Q9NZ01","ENSG00000099797",9524,"Very-long-chain enoyl-CoA reductase"
"PPP1CC","P36873","ENSG00000186298",5501,"Serine/threonine-protein phosphatase PP1-gamma catalytic subunit"
"AHCY","P23526","ENSG00000101444",191,"Adenosylhomocysteinase"
"FSCN1","Q16658","ENSG00000075618",6624,"Fascin"
"ARF5","P84085","ENSG00000004059",381,"ADP-ribosylation factor 5"
"RPL5","P46777","ENSG00000122406",6125,"60S ribosomal protein L5"
"CAD","P27708","ENSG00000084774",790,"CAD protein"
"QARS1","P47897","ENSG00000172053",5859,"Glutamine--tRNA ligase"
"RPN2","P04844","ENSG00000118705",6185,"Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2"
"PHGDH","O43175","ENSG00000092621",26227,"D-3-phosphoglycerate dehydrogenase"
"ABLIM1","O14639","ENSG00000099204",3983,"Actin-binding LIM protein 1"
"COPB2","P35606","ENSG00000184432",9276,"Coatomer subunit beta'"
"DNAJA2","O60884","ENSG00000069345",10294,"DnaJ homolog subfamily A member 2"
"PFKL","P17858","ENSG00000141959",5211,"ATP-dependent 6-phosphofructokinase, liver type"
