"symbol","uniprot","ensembl","entrez","name"
"ATP2A2","P16615","ENSG00000174437",488,"Sarcoplasmic/endoplasmic reticulum calcium ATPase 2"
"ATP5PB","P24539","ENSG00000116459",515,"ATP synthase F(0) complex subunit B1, mitochondrial"
"ATAD3A","Q9NVI7","ENSG00000197785",55210,"ATPase family AAA domain-containing protein 3A"
"ATP5F1A","P25705","ENSG00000152234",498,"ATP synthase subunit alpha, mitochondrial"
"ATP5F1B","P06576","ENSG00000110955",506,"ATP synthase subunit beta, mitochondrial"
"AURKB","Q96GD4","ENSG00000178999",9212,"Aurora kinase B"
"BCAP31","P51572","ENSG00000185825",10134,"B-cell receptor-associated protein 31"
"TGFBI","Q15582","ENSG00000120708",7045,"Transforming growth factor-beta-induced protein ig-h3"
"BRD9","Q9H8M2","ENSG00000028310",65980,"Bromodomain-containing protein 9"
"BYSL","Q13895","ENSG00000112578",705,"Bystin"
"CEP170B","Q9Y4F5","ENSG00000099814",283638,"Centrosomal protein of 170 kDa protein B"
"MTHFD1","P11586","ENSG00000100714",4522,"C-1-tetrahydrofolate synthase, cytoplasmic"
"CDH13","P55290","ENSG00000140945",1012,"Cadherin-13"
"CANX","P27824","ENSG00000283777",821,"Calnexin"
"CAPN1","P07384","ENSG00000014216",823,"Calpain-1 catalytic subunit"
"CAPN2","P17655","ENSG00000162909",824,"Calpain-2 catalytic subunit"
"CAPRIN1","Q14444","ENSG00000135387",4076,"Caprin-1"
"CAPZA2","P47755","ENSG00000198898",830,"F-actin-capping protein subunit alpha-2"
"CBX3","Q13185","ENSG00000122565",11335,"Chromobox protein homolog 3"
"CBX8","Q9HC52","ENSG00000141570",57332,"Chromobox protein homolog 8"
"CCAR2","Q8N163","ENSG00000158941",57805,"Cell cycle and apoptosis regulator protein 2"
"CDK1","P06493","ENSG00000170312",983,"Cyclin-dependent kinase 1"
"CDK5","Q00535","ENSG00000164885",1020,"Cyclin-dependent-like kinase 5"
"CEP78","Q5JTW2","ENSG00000148019",84131,"Centrosomal protein of 78 kDa"
"CFTR","P13569","ENSG00000001626",1080,"Cystic fibrosis transmembrane conductance regulator"
"CHCHD3","Q9NX63","ENSG00000106554",54927,"MICOS complex subunit MIC19"
"CHD2","O14647","ENSG00000173575",1106,"Chromodomain-helicase-DNA-binding protein 2"
"CHD4","Q14839","ENSG00000111642",1108,"Chromodomain-helicase-DNA-binding protein 4"
"CHD8","Q9HCK8","ENSG00000100888",57680,"Chromodomain-helicase-DNA-binding protein 8"
"CHMP4B","Q9H444","ENSG00000101421",128866,"Charged multivesicular body protein 4b"
"CKAP2","Q8WWK9","ENSG00000136108",26586,"Cytoskeleton-associated protein 2"
"CKAP2","Q8WWK9","ENSG00000136108",26586,"Cytoskeleton-associated protein 2"
"CKAP5","Q14008","ENSG00000175216",9793,"Cytoskeleton-associated protein 5"
"CLTC","Q00610","ENSG00000141367",1213,"Clathrin heavy chain 1"
"NCAPD3","P42695","ENSG00000151503",23310,"Condensin-2 complex subunit D3"
"NCAPH2","Q6IBW4","ENSG00000025770",29781,"Condensin-2 complex subunit H2"
"C3","P01024","ENSG00000125730",718,"Complement C3"
"C9","P02748","ENSG00000113600",735,"Complement component C9"
"COPB2","P35606","ENSG00000184432",9276,"Coatomer subunit beta'"
"COPE","O14579","ENSG00000105669",11316,"Coatomer subunit epsilon"
"CORO1C","Q9ULV4","ENSG00000110880",23603,"Coronin-1C"
"MT-CO2","P00403","ENSG00000198712",4513,"Cytochrome c oxidase subunit 2"
"COX4I1","P13073","ENSG00000131143",1327,"Cytochrome c oxidase subunit 4 isoform 1, mitochondrial"
"CPNE1","Q99829","ENSG00000214078",8904,"Copine-1"
"CTNNA1","P35221","ENSG00000044115",1495,"Catenin alpha-1"
"CTNND1","O60716","ENSG00000198561",1500,"Catenin delta-1"
"CCN1","O00622","ENSG00000142871",3491,"CCN family member 1"
"SPECC1L","Q69YQ0","ENSG00000100014",23384,"Cytospin-A"
"DDB1","Q16531","ENSG00000167986",1642,"DNA damage-binding protein 1"
"DDX23","Q9BUQ8","ENSG00000174243",9416,"Probable ATP-dependent RNA helicase DDX23"
"DDX3X","O00571","ENSG00000215301",1654,"ATP-dependent RNA helicase DDX3X"
"DDX41","Q9UJV9","ENSG00000183258",51428,"Probable ATP-dependent RNA helicase DDX41"
"DDX46","Q7L014","ENSG00000145833",9879,"Probable ATP-dependent RNA helicase DDX46"
"DDX47","Q9H0S4","ENSG00000213782",51202,"Probable ATP-dependent RNA helicase DDX47"
"DDX60","Q8IY21","ENSG00000137628",55601,"Probable ATP-dependent RNA helicase DDX60"
"DDX60L","Q5H9U9","ENSG00000181381",91351,"Probable ATP-dependent RNA helicase DDX60-like"
"SDHA","P31040","ENSG00000073578",6389,"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial"
"DHX16","O60231","ENSG00000226171",8449,"Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX16"
"DHX37","Q8IY37","ENSG00000150990",57647,"Probable ATP-dependent RNA helicase DHX37"
"DIAPH3","Q9NSV4","ENSG00000139734",81624,"Protein diaphanous homolog 3"
"DICER1","Q9UPY3","ENSG00000100697",23405,"Endoribonuclease Dicer"
"DNAJC13","O75165","ENSG00000138246",23317,"DnaJ homolog subfamily C member 13"
"DLGAP5","Q15398","ENSG00000126787",9787,"Disks large-associated protein 5"
"DNAJA1","P31689","ENSG00000086061",3301,"DnaJ homolog subfamily A member 1"
"DNAJC9","Q8WXX5","ENSG00000213551",23234,"DnaJ homolog subfamily C member 9"
"POLE","Q07864","ENSG00000177084",5426,"DNA polymerase epsilon catalytic subunit A"
"DBN1","Q16643","ENSG00000113758",1627,"Drebrin"
"DBN1","Q16643","ENSG00000113758",1627,"Drebrin"
"DRG1","Q9Y295","ENSG00000185721",4733,"Developmentally-regulated GTP-binding protein 1"
"ADAR","P55265","ENSG00000160710",103,"Double-stranded RNA-specific adenosine deaminase"
"DTX3L","Q8TDB6","ENSG00000163840",151636,"E3 ubiquitin-protein ligase DTX3L"
"DDX39A","O00148","ENSG00000123136",10212,"ATP-dependent RNA helicase DDX39A"
"DDX39B","Q13838","ENSG00000235439",7919,"Spliceosome RNA helicase DDX39B"
"DYNC1H1","Q14204","ENSG00000197102",1778,"Cytoplasmic dynein 1 heavy chain 1"
"DNM2","P50570","ENSG00000079805",1785,"Dynamin-2"
"DYSF","O75923","ENSG00000135636",8291,"Dysferlin"
"HADHA","P40939","ENSG00000084754",3030,"Trifunctional enzyme subunit alpha, mitochondrial"
"HADHB","P55084","ENSG00000138029",3032,"Trifunctional enzyme subunit beta, mitochondrial"
"EEF1B2","P24534","ENSG00000283391",1933,"Elongation factor 1-beta"
"EEF1D","P29692","ENSG00000273594",1936,"Elongation factor 1-delta"
"EEF1G","P26641","ENSG00000254772",1937,"Elongation factor 1-gamma"
"EEF2","P13639","ENSG00000167658",1938,"Elongation factor 2"
"EHD1","Q9H4M9","ENSG00000110047",10938,"EH domain-containing protein 1"
"EHD4","Q9H223","ENSG00000103966",30844,"EH domain-containing protein 4"
"EIF3B","P55884","ENSG00000106263",8662,"Eukaryotic translation initiation factor 3 subunit B"
"EIF3L","Q9Y262","ENSG00000100129",51386,"Eukaryotic translation initiation factor 3 subunit L"
"ELP1","O95163","ENSG00000070061",8518,"Elongator complex protein 1"
"EMD","P50402","ENSG00000102119",2010,"Emerin"
"EPHA2","P29317","ENSG00000142627",1969,"Ephrin type-A receptor 2"
"EPPK1","P58107","ENSG00000261150",83481,"Epiplakin"
"ERCC6","Q03468","ENSG00000225830",2074,"DNA excision repair protein ERCC-6"
"ERLIN1","O75477","ENSG00000107566",10613,"Erlin-1"
"ERLIN2","O94905","ENSG00000147475",11160,"Erlin-2"
"ESYT2","A0FGR8","ENSG00000117868",57488,"Extended synaptotagmin-2"
"ETFA","P13804","ENSG00000140374",2108,"Electron transfer flavoprotein subunit alpha, mitochondrial"
"EXOSC8","Q96B26","ENSG00000120699",11340,"Exosome complex component RRP43"
"EXOSC10","Q01780","ENSG00000171824",5394,"Exosome component 10"
"EZR","P15311","ENSG00000092820",7430,"Ezrin"
"FAM111B","Q6SJ93","ENSG00000189057",374393,"Serine protease FAM111B"
"FAM83H","Q6ZRV2","ENSG00000273889",286077,"Protein FAM83H"
"FEN1","P39748","ENSG00000168496",2237,"Flap endonuclease 1"
"FN1","P02751","ENSG00000115414",2335,"Fibronectin"
"FKBP8","Q14318","ENSG00000105701",23770,"Peptidyl-prolyl cis-trans isomerase FKBP8"
"FLNA","P21333","ENSG00000196924",2316,"Filamin-A"
"FLNB","O75369","ENSG00000136068",2317,"Filamin-B"
"FLNC","Q14315","ENSG00000128591",2318,"Filamin-C"
"FLOT2","Q14254","ENSG00000132589",2319,"Flotillin-2"
NA,NA,NA,NA,NA
"GEMIN4","P57678","ENSG00000179409",50628,"Gem-associated protein 4"
"GEMIN5","Q8TEQ6","ENSG00000082516",25929,"Gem-associated protein 5"
"GNAI2","P04899","ENSG00000114353",2771,"Guanine nucleotide-binding protein G(i) subunit alpha-2"
"GNAI3","P08754","ENSG00000065135",2773,"Guanine nucleotide-binding protein G(i) subunit alpha-3"
"GNAS","P63092","ENSG00000087460",2778,"Guanine nucleotide-binding protein G(s) subunit alpha isoforms short"
"GOLGB1","Q14789","ENSG00000173230",2804,"Golgin subfamily B member 1"
"GRK6","P43250","ENSG00000198055",2870,"G protein-coupled receptor kinase 6"
"HSPA9","P38646","ENSG00000113013",3313,"Stress-70 protein, mitochondrial"
"GRWD1","Q9BQ67","ENSG00000105447",83743,"Glutamate-rich WD repeat-containing protein 1"
"GTPBP1","O00178","ENSG00000100226",9567,"GTP-binding protein 1"
"SLC2A1","P11166","ENSG00000117394",6513,"Solute carrier family 2, facilitated glucose transporter member 1"
"GTSE1","Q9NYZ3","ENSG00000075218",51512,"G2 and S phase-expressed protein 1"
"H2AC11","P0C0S8","ENSG00000196787",8969,"Histone H2A type 1"
"H2AC1","Q96QV6","ENSG00000164508",221613,"Histone H2A type 1-A"
"H2AC7","P20671","ENSG00000196866",3013,"Histone H2A type 1-D"
"H2AC14","Q99878","ENSG00000276368",8331,"Histone H2A type 1-J"
"H2AC18","Q6FI13","ENSG00000203812",8337,"Histone H2A type 2-A"
"H2AC20","Q16777","ENSG00000184260",8338,"Histone H2A type 2-C"
"H2AJ","Q9BTM1","ENSG00000246705",55766,"Histone H2A.J"
"H2AX","P16104","ENSG00000188486",3014,"Histone H2AX"
"H2BC12","O60814","ENSG00000197903",85236,"Histone H2B type 1-K"
"H3-3B","P84243","ENSG00000132475",3021,"Histone H3.3"
"HBA2","P69905","ENSG00000188536",3040,"Hemoglobin subunit alpha"
"HBB","P68871","ENSG00000244734",3043,"Hemoglobin subunit beta"
"HELLS","Q9NRZ9","ENSG00000119969",3070,"Lymphoid-specific helicase"
"HERC2","O95714","ENSG00000128731",8924,"E3 ubiquitin-protein ligase HERC2"
"HM13","Q8TCT9","ENSG00000101294",81502,"Minor histocompatibility antigen H13"
"HMGN2","P05204","ENSG00000198830",3151,"Non-histone chromosomal protein HMG-17"
"HNRNPH3","P31942","ENSG00000096746",3189,"Heterogeneous nuclear ribonucleoprotein H3"
"SYNCRIP","O60506","ENSG00000135316",10492,"Heterogeneous nuclear ribonucleoprotein Q"
"HP1BP3","Q5SSJ5","ENSG00000127483",50809,"Heterochromatin protein 1-binding protein 3"
"HSP90AA1","P07900","ENSG00000080824",3320,"Heat shock protein HSP 90-alpha"
NA,NA,NA,NA,NA
"EIF4A2","Q14240","ENSG00000156976",1974,"Eukaryotic initiation factor 4A-II"
"EIF4G2","P78344","ENSG00000110321",1982,"Eukaryotic translation initiation factor 4 gamma 2"
"ILK","Q13418","ENSG00000166333",3611,"Integrin-linked protein kinase"
"KPNA2","P52292","ENSG00000182481",3838,"Importin subunit alpha-1"
"KPNB1","Q14974","ENSG00000108424",3837,"Importin subunit beta-1"
"IMMT","Q16891","ENSG00000132305",10989,"MICOS complex subunit MIC60"
"INCENP","Q9NQS7","ENSG00000149503",3619,"Inner centromere protein"
"INF2","Q27J81","ENSG00000203485",64423,"Inverted formin-2"
"IPO9","Q96P70","ENSG00000198700",55705,"Importin-9"
"IQGAP1","P46940","ENSG00000140575",8826,"Ras GTPase-activating-like protein IQGAP1"
"ITGB4","P16144","ENSG00000132470",3691,"Integrin beta-4"
"ITPR3","Q14573","ENSG00000096433",3710,"Inositol 1,4,5-trisphosphate receptor type 3"
"JAK1","P23458","ENSG00000162434",3716,"Tyrosine-protein kinase JAK1"
"JPH2","Q9BR39","ENSG00000149596",57158,"Junctophilin-2"
"KRT19","P08727","ENSG00000171345",3880,"Keratin, type I cytoskeletal 19"
"KRT6B","P04259","ENSG00000185479",3854,"Keratin, type II cytoskeletal 6B"
"PFKL","P17858","ENSG00000141959",5211,"ATP-dependent 6-phosphofructokinase, liver type"
"PFKP","Q01813","ENSG00000067057",5214,"ATP-dependent 6-phosphofructokinase, platelet type"
"PRKAR1A","P10644","ENSG00000108946",5573,"cAMP-dependent protein kinase type I-alpha regulatory subunit"
"KIF20B","Q96Q89","ENSG00000138182",9585,"Kinesin-like protein KIF20B"
"KIF14","Q15058","ENSG00000118193",9928,"Kinesin-like protein KIF14"
"KIF22","Q14807","ENSG00000079616",3835,"Kinesin-like protein KIF22"
"KIF23","Q02241","ENSG00000137807",9493,"Kinesin-like protein KIF23"
"KIF2A","O00139","ENSG00000068796",3796,"Kinesin-like protein KIF2A"
"KIF2C","Q99661","ENSG00000142945",11004,"Kinesin-like protein KIF2C"
"KIF3A","Q9Y496","ENSG00000131437",11127,"Kinesin-like protein KIF3A"
"KIF3B","O15066","ENSG00000101350",9371,"Kinesin-like protein KIF3B"
"KIFC3","Q9BVG8","ENSG00000140859",3801,"Kinesin-like protein KIFC3"
"KIF5B","P33176","ENSG00000170759",3799,"Kinesin-1 heavy chain"
"PRKCI","P41743","ENSG00000163558",5584,"Protein kinase C iota type"
"PKM","P14618","ENSG00000067225",5315,"Pyruvate kinase PKM"
"KRT81","Q14533","ENSG00000205426",3887,"Keratin, type II cuticular Hb1"
"KRT86","O43790","ENSG00000170442",3892,"Keratin, type II cuticular Hb6"
"KTN1","Q86UP2","ENSG00000126777",3895,"Kinectin"
"LAMA5","O15230","ENSG00000130702",3911,"Laminin subunit alpha-5"
"TMPO","P42166","ENSG00000120802",7112,"Lamina-associated polypeptide 2, isoform alpha"
"LARP4B","Q92615","ENSG00000107929",23185,"La-related protein 4B"
"LAS1L","Q9Y4W2","ENSG00000001497",81887,"Ribosomal biogenesis protein LAS1L"
"SLC7A5","Q01650","ENSG00000103257",8140,"Large neutral amino acids transporter small subunit 1"
"LGALS8","O00214","ENSG00000116977",3964,"Galectin-8"
"LIMA1","Q9UHB6","ENSG00000050405",51474,"LIM domain and actin-binding protein 1"
"LIMCH1","Q9UPQ0","ENSG00000064042",22998,"LIM and calponin homology domains-containing protein 1"
"LMNA","P02545","ENSG00000160789",4000,"Prelamin-A/C"
"LMNB1","P20700","ENSG00000113368",4001,"Lamin-B1"
"LMNB2","Q03252","ENSG00000176619",84823,"Lamin-B2"
"LMO7","Q8WWI1","ENSG00000136153",4008,"LIM domain only protein 7"
"LRPPRC","P42704","ENSG00000138095",10128,"Leucine-rich PPR motif-containing protein, mitochondrial"
"LRRFIP2","Q9Y608","ENSG00000093167",9209,"Leucine-rich repeat flightless-interacting protein 2"
"LSM14A","Q8ND56","ENSG00000262860",26065,"Protein LSM14 homolog A"
"LSM14A","Q8ND56","ENSG00000262860",26065,"Protein LSM14 homolog A"
"LSG1","Q9H089","ENSG00000041802",55341,"Large subunit GTPase 1 homolog"
"LTV1","Q96GA3","ENSG00000135521",84946,"Protein LTV1 homolog"
"LUZP1","Q86V48","ENSG00000169641",7798,"Leucine zipper protein 1"
"MACO1","Q8N5G2","ENSG00000204178",55219,"Macoilin"
"MAGED2","Q9UNF1","ENSG00000102316",10916,"Melanoma-associated antigen D2"
"MARK2","Q7KZI7","ENSG00000072518",2011,"Serine/threonine-protein kinase MARK2"
"MARK3","P27448","ENSG00000075413",4140,"MAP/microtubule affinity-regulating kinase 3"
"EEF1E1","O43324","ENSG00000124802",9521,"Eukaryotic translation elongation factor 1 epsilon-1"
"MCM4","P33991","ENSG00000104738",4173,"DNA replication licensing factor MCM4"
"MCM7","P33993","ENSG00000166508",4176,"DNA replication licensing factor MCM7"
"MEPCE","Q7L2J0","ENSG00000146834",56257,"7SK snRNA methylphosphate capping enzyme"
"MICAL2","O94851","ENSG00000133816",9645,"[F-actin]-monooxygenase MICAL2"
"MISP","Q8IVT2","ENSG00000099812",126353,"Mitotic interactor and substrate of PLK1"
"C1orf35","Q9BU76","ENSG00000143793",79169,"Multiple myeloma tumor-associated protein 2"
"MAP2K3","P46734","ENSG00000034152",5606,"Dual specificity mitogen-activated protein kinase kinase 3"
"MPRIP","Q6WCQ1","ENSG00000133030",23164,"Myosin phosphatase Rho-interacting protein"
"CDC42BPB","Q9Y5S2","ENSG00000198752",9578,"Serine/threonine-protein kinase MRCK beta"
"MRE11","P49959","ENSG00000020922",4361,"Double-strand break repair protein MRE11"
"MRM1","Q6IN84","ENSG00000274853",79922,"rRNA methyltransferase 1, mitochondrial"
"MSH2","P43246","ENSG00000095002",4436,"DNA mismatch repair protein Msh2"
"MSH6","P52701","ENSG00000116062",2956,"DNA mismatch repair protein Msh6"
"MTSS2","Q765P7","ENSG00000132613",92154,"Protein MTSS 2"
"MUC16","Q8WXI7","ENSG00000181143",94025,"Mucin-16"
"MYEF2","Q9P2K5","ENSG00000104177",50804,"Myelin expression factor 2"
"MYH11","P35749","ENSG00000276480",4629,"Myosin-11"
"MYH14","Q7Z406","ENSG00000105357",79784,"Myosin-14"
"MYH14","Q7Z406","ENSG00000105357",79784,"Myosin-14"
"MYO1A","Q9UBC5","ENSG00000166866",4640,"Unconventional myosin-Ia"
"MYO1B","O43795","ENSG00000128641",4430,"Unconventional myosin-Ib"
"MYO1C","O00159","ENSG00000197879",4641,"Unconventional myosin-Ic"
"MYO5A","Q9Y4I1","ENSG00000197535",4644,"Unconventional myosin-Va"
"MYO5B","Q9ULV0","ENSG00000167306",4645,"Unconventional myosin-Vb"
"MYOF","Q9NZM1","ENSG00000138119",26509,"Myoferlin"
"PPP1R12A","O14974","ENSG00000058272",4659,"Protein phosphatase 1 regulatory subunit 12A"
"CYB5R3","P00387","ENSG00000100243",1727,"NADH-cytochrome b5 reductase 3"
"NDUFS1","P28331","ENSG00000283447",4719,"NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial"
"NEMF","O60524","ENSG00000165525",9147,"Nuclear export mediator factor NEMF"
"NOL7","Q9UMY1","ENSG00000225921",51406,"Nucleolar protein 7"
"NOL9","Q5SY16","ENSG00000162408",79707,"Polynucleotide 5'-hydroxyl-kinase NOL9"
"NOM1","Q5C9Z4","ENSG00000146909",64434,"Nucleolar MIF4G domain-containing protein 1"
"NOMO1","Q15155","ENSG00000274779",23420,"Nodal modulator 1"
"NOMO3","P69849","ENSG00000278087",408050,"Nodal modulator 3"
"NOP16","Q9Y3C1","ENSG00000048162",51491,"Nucleolar protein 16"
"NAP1L4","Q99733","ENSG00000273562",4676,"Nucleosome assembly protein 1-like 4"
"NPM1","P06748","ENSG00000181163",4869,"Nucleophosmin"
"NSUN2","Q08J23","ENSG00000037474",54888,"RNA cytosine C(5)-methyltransferase NSUN2"
"NSUN5","Q96P11","ENSG00000130305",55695,"28S rRNA (cytosine-C(5))-methyltransferase"
"SCYL1","Q96KG9","ENSG00000142186",57410,"N-terminal kinase-like protein"
"NUP153","P49790","ENSG00000124789",9972,"Nuclear pore complex protein Nup153"
"NUP205","Q92621","ENSG00000155561",23165,"Nuclear pore complex protein Nup205"
"NUFIP2","Q7Z417","ENSG00000108256",57532,"Nuclear fragile X mental retardation-interacting protein 2"
"NUMA1","Q14980","ENSG00000137497",4926,"Nuclear mitotic apparatus protein 1"
"NUMB","P49757","ENSG00000133961",8650,"Protein numb homolog"
"NUP93","Q8N1F7","ENSG00000102900",9688,"Nuclear pore complex protein Nup93"
"NUSAP1","Q9BXS6","ENSG00000137804",51203,"Nucleolar and spindle-associated protein 1"
"OAS3","Q9Y6K5","ENSG00000111331",4940,"2'-5'-oligoadenylate synthase 3"
"OASL","Q15646","ENSG00000135114",8638,"2'-5'-oligoadenylate synthase-like protein"
"OAT","P04181","ENSG00000065154",4942,"Ornithine aminotransferase, mitochondrial"
"DLST","P36957","ENSG00000119689",1743,"Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial"
"DDOST","P39656","ENSG00000244038",1650,"Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit"
"P4HA2","O15460","ENSG00000072682",8974,"Prolyl 4-hydroxylase subunit alpha-2"
"ALDH18A1","P54886","ENSG00000059573",5832,"Delta-1-pyrroline-5-carboxylate synthase"
"PA2G4","Q9UQ80","ENSG00000170515",5036,"Proliferation-associated protein 2G4"
"PABPN1","Q86U42","ENSG00000100836",8106,"Polyadenylate-binding protein 2"
"PABPC4","Q13310","ENSG00000090621",8761,"Polyadenylate-binding protein 4"
"SERPINE1","P05121","ENSG00000106366",5054,"Plasminogen activator inhibitor 1"
"SERBP1","Q8NC51","ENSG00000142864",26135,"Plasminogen activator inhibitor 1 RNA-binding protein"
"PBRM1","Q86U86","ENSG00000163939",55193,"Protein polybromo-1"
"PBRM1","Q86U86","ENSG00000163939",55193,"Protein polybromo-1"
"PBXIP1","Q96AQ6","ENSG00000163346",57326,"Pre-B-cell leukemia transcription factor-interacting protein 1"
"PCBP1","Q15365","ENSG00000169564",5093,"Poly(rC)-binding protein 1"
"PCNA","P12004","ENSG00000132646",5111,"Proliferating cell nuclear antigen"
"P4HB","P07237","ENSG00000185624",5034,"Protein disulfide-isomerase"
"PDIA3","P30101","ENSG00000167004",2923,"Protein disulfide-isomerase A3"
"POLDIP3","Q9BY77","ENSG00000100227",84271,"Polymerase delta-interacting protein 3"
"PDLIM7","Q9NR12","ENSG00000196923",9260,"PDZ and LIM domain protein 7"
"PDS5A","Q29RF7","ENSG00000121892",23244,"Sister chromatid cohesion protein PDS5 homolog A"
"PELP1","Q8IZL8","ENSG00000141456",27043,"Proline-, glutamic acid- and leucine-rich protein 1"
"GIGYF2","Q6Y7W6","ENSG00000204120",26058,"GRB10-interacting GYF protein 2"
"HSPG2","P98160","ENSG00000142798",3339,"Basement membrane-specific heparan sulfate proteoglycan core protein"
"PHF2","O75151","ENSG00000197724",5253,"Lysine-specific demethylase PHF2"
"PHLDB2","Q86SQ0","ENSG00000144824",90102,"Pleckstrin homology-like domain family B member 2"
"PLEKHA5","Q9HAU0","ENSG00000052126",54477,"Pleckstrin homology domain-containing family A member 5"
"PKP3","Q9Y446","ENSG00000184363",11187,"Plakophilin-3"
"JUP","P14923","ENSG00000173801",3728,"Junction plakoglobin"
"POTEF","A5A3E0","ENSG00000196604",728378,"POTE ankyrin domain family member F"
"PPIA","P62937","ENSG00000196262",5478,"Peptidyl-prolyl cis-trans isomerase A"
"PPM1G","O15355","ENSG00000115241",5496,"Protein phosphatase 1G"
"PRC1","O43663","ENSG00000198901",9055,"Protein regulator of cytokinesis 1"
"PRRC2A","P48634","ENSG00000231370",7916,"Protein PRRC2A"
"PRRC2C","Q9Y520","ENSG00000117523",23215,"Protein PRRC2C"
"PRRC2C","Q9Y520","ENSG00000117523",23215,"Protein PRRC2C"
"PRDX1","Q06830","ENSG00000117450",5052,"Peroxiredoxin-1"
"PRPF31","Q8WWY3","ENSG00000275885",26121,"U4/U6 small nuclear ribonucleoprotein Prp31"
"PSMC2","P35998","ENSG00000161057",5701,"26S proteasome regulatory subunit 7"
"PSMD2","Q13200","ENSG00000175166",5708,"26S proteasome non-ATPase regulatory subunit 2"
"PTCD3","Q96EY7","ENSG00000132300",55037,"Pentatricopeptide repeat domain-containing protein 3, mitochondrial"
"PTGES","O14684","ENSG00000148344",9536,"Prostaglandin E synthase"
"PTPN1","P18031","ENSG00000196396",5770,"Tyrosine-protein phosphatase non-receptor type 1"
"CTPS1","P17812","ENSG00000171793",1503,"CTP synthase 1"
"RAB10","P61026","ENSG00000084733",10890,"Ras-related protein Rab-10"
"RAB13","P51153","ENSG00000143545",5872,"Ras-related protein Rab-13"
"RAB1A","P62820","ENSG00000138069",5861,"Ras-related protein Rab-1A"
"RAB1B","Q9H0U4","ENSG00000174903",81876,"Ras-related protein Rab-1B"
"RAB7A","P51149","ENSG00000075785",7879,"Ras-related protein Rab-7a"
